id,№,name,name_en,name_type,status,marki,sity,adress,x,y,telefon,site,time,time2,Способы оплаты
S4425,1549,АвтоГЕРМЕС Daewoo Подольск,AvtoGERMES_Daewoo_Podolsk,АвтоГЕРМЕС Daewoo Подольск,Официальный,Daewoo,МО. Подольск,пр-т Юных Ленинцев. 47,37.563807,55.479506,+7 (495) 228-03-41. +7 (495) 505-61-17,www.avtogermes.ru/,9:00-21:00,9:00-20:00,
S4426,1550,АВАЛИНК Daewoo Котельники,AVALINK_Daewoo_Kotelniki,АВАЛИНК Daewoo Котельники,Официальный,Daewoo. Fiat. GreatWall. Geely. Hyundai. Lada. SsangYong. UAZ. ZAZ ,МО. г. Котельники,Новорязанское ш.. д.6. строение 2,37.875035,55.664372,+7 (495) 987-17-17. +7 (495) 777-65-22,www.avalink.ru/,9:00-21:00,9:00-21:00,
S4427,1551,АВАЛИНК Daewoo Москва,AVALINK_Daewoo_Moskva,АВАЛИНК Daewoo Москва,Официальный,Daewoo. SsangYong,Москва,Огородный пр-д. 8. стр. 3,37.603846,55.81312,+7 (495) 777-84-55. +7 (495) 987-17-17,www.avalink.ru/,9:00-21:00,9:00-21:00,
S4428,1552,Весна,Vesna,Весна,Официальный,Chevrolet. Daewoo. Fiat. Kia.Opel. Renault. SsangYong. UAZ,МО. г. Чехов,Симферопольское шоссе. д.3А,37.470619,55.160817,+7 (495) 505-69-69. +7 (495) 726-46-90. +7 (495) 726-46-91,ch-auto.ru/,8:00-22:00,8:00-22:00,
S4429,1553,ГлобалКар Daewoo,GlobalKar_Daewoo,ГлобалКар Daewoo,Официальный,Daewoo,Москва,ул. Дубининская. 80,37.633864,55.718507,+7 (495) 956-44-55. +7 (495) 956-12-32,www.gl-avto.ru/,9:00-21:00,9:00-21:00,
S4430,1554,ДЭУ в Орехово,DJeU_v_Orehovo,ДЭУ в Орехово,Официальный,Daewoo,МО. г. Орехово-Зуево,Малодубенское шоссе. д. 6 ,38.967067,55.825288,+7 (495) 423-44-44. +7 (919) 411-18-19,www.tauer-uzdaewoo.ru/,9:00-20:00,9:00-20:00,
S4431,1555,ДеоСити,DeoSiti,ДеоСити,Официальный,Daewoo,Москва,проспект Андропова.22,37.661771,55.682778,+7 (495) 645-00-00,нет,,,
S4432,1556,УзДЭУ-Моторс,UzDJeU-Motors,УзДЭУ-Моторс,Официальный,Daewoo,Москва,ул. Молодогвардейская. 61. стр. 4,37.392827,55.73357,+7 (495) 775-12-77,www.uzdm-motors.ru/,9:00-21:00,9:00-21:00,
S4433,1557,Яхрома-Лада,Jahroma-Lada,Яхрома-Лада,Официальный,Chevrolet. Daewoo. Lada,МО. Дмитровский район. г. Яхрома,Шлюзовой переулок. 1,37.489274,56.276061,+7 (495) 993-99-85. +7 (495) 229-42-29,www.yahroma-lada.ru/,8:00-20:00,8:00-20:00,
S4434,1558,Автовал-Моторс,Avtoval-Motors,Автовал-Моторс,Официальный,Daewoo,Москва,Дмитровское шоссе. д. 157. стр. 12,37.541128,55.898637,+7 (495) 775-12-78,  +7 (495) 665-59-45,www.themotors.ru/,9:00-21:00,9:00-21:00,
S4435,1559,Автоцентр Люблино,Avtocentr_Ljublino,Автоцентр Люблино,Официальный,Datsun,Москва,Ставропольская улица. дом 41.   ,37.779698,55.682071 ,+7 (800) 333-1-888 ,www.datsun-lublino.ru/,9:00-21:00,9:00-21:00,
S4436,1560,NATC Group,NATC_Group,NATC Group,Официальный,Datsun,Москва,2-й Вязовский пр-д. д. 12. стр. 4.   ,37.765216 ,55.716691 ,+7 (495) 225-21-21 ,datsun.natc-group.ru/,7:30-21:00,7:30-21:00,
S4437,1561,Genser,Genser,Genser,Официальный,Datsun. Hyundai,Москва,Варшавское шоссе. 150.   ,37.602506 ,55.599437 ,+7 (495) 788-73-37, +7(495) 799-96-65,www.datsun.ru/,8:00-22:00,8:00-22:00,
S4438,1562,Автомир,Avtomir,Автомир,Официальный,Datsun,Москва,Ярославское шоссе. 7.   ,37.679023 ,55.853495 ,+7 (495) 737-55-55 ,datsun-avtomir.ru/,9:00-21:00,9:00-20:00,
S4439,1563,Major-Дмитровка,Major-Dmitrovka,Major-Дмитровка,Официальный,Datsun,Москва,Псковская ул.. 13.   ,37.550591 ,55.907257 ,+7 (495) 228-98-64 ,www.major-datsun.ru/,8:00-22:00,8:00-22:00,
S4440,1564,Major,Major,Major,Официальный,Datsun,МО. Красногорский район,Новорижское шоссе. 8 км. от МКАД ,37.254823 ,55.789836 ,+7 (495) 229-46-46 ,www.major-datsun.ru/,8:00-22:00,8:00-22:00,
S4441,1565,АРМ-СЕРВИС,ARM-SERVIS,АРМ-СЕРВИС,Официальный,Fiat,МО. г. Мытищи,Проектируемый проезд 4529/3,37.754999 ,55.940206 ,+7 (495) 647-15-00,нет,,,
S4442,1566,АВТОЧЕХОВ,AVTOChEHOV,АВТОЧЕХОВ,Официальный,Fiat,МО. г. Чехов,Симферопольское шоссе. вл. 1Б,37.468573 ,55.162708 ,+7 (495) 505-69-68,нет,,,
S4443,1567,Favorit Motors,Favorit_Motors,Favorit Motors,Официальный,Ford,Москва,ул. Клары Цеткин. 24,37.513458,55.829159,+7 (495) 786-25-25, +7 (495) 308-90-21,www.ford-favorit.ru/,8:00-21:00,8:00-21:00,
S4444,1568,Major МКАД 18 км,Major_MKAD_18_km,Major МКАД 18 км,Официальный,Ford,Москва,МКАД 18 км,37.799068,55.625771,+7 (495) 730-80-02 ,www.major-ford.ru/,8:00-22:00,8:00-22:00,
S4445,1569,Major МКАД 47 км,Major_MKAD_47_km,Major МКАД 47 км,Официальный,Ford,Москва,МКАД 47 км,37.443012,55.651821,+7 (495) 737-43-33 ,www.major-ford.ru/,8:00-22:00,8:00-22:00,
S4446,1570,Major Новорижское шоссе,Major_Novorizhskoe_shosse,Major Новорижское шоссе,Официальный,Ford,МО. Красногорский район,Новорижское шоссе. 9 км от МКАД,37.250648,55.789124,+7 (495) 229-99-66 ,www.major-ford.ru/,8:00-22:00,8:00-22:00,
S4447,1571,Авилон,Avilon,Авилон,Официальный,Ford,Москва,Волгоградский проспект. д.43. к.1,37.718073,55.71474,+7 (495) 737-04-05,www.ford-avilon.ru/,0:00-24:00,0:00-24:00,
S4448,1572,Автомир Марьино,Avtomir_Marino,Автомир Марьино,Официальный,Ford,Москва,ул. Перерва. д.19. стр.3,37.731439,55.654851,+7 (495) 995-10-50, +7 (495) 995-77-77,www.ford-avtomir.ru/,9:00-20:00,9:00-18:30,
S4449,1573,Авто Пассаж,Avto_Passazh,Авто Пассаж,Официальный,Ford,Москва,Варшавское шоссе д.138А,37.609315,55.613999,+7 495 313-77-00,ford.autopassage.ru/,9:00-21:00,10:00-20:00,
S4450,1574,Genser Юг,Genser_Jug,Genser Юг,Официальный,Ford. Hyundai,Москва,Новоясеневский пр-т. д. 8,37.515732,55.612715,+7 (495) 786-26-26.  +7 (495) 788-58-58,genser-ford.ru/,8:00-21:00,8:00-21:00,
S4451,1575,Независимость,Nezavisimost,Независимость,Официальный,Ford,Москва,улица Павла Корчагина. д. 3 А,37.656466,55.813978,+7 (495) 258-44-44,fordcenter.ru/,8:00-22:00,8:00-22:00,
S4452,1576,ПЕРЕВОКС Моторс,PEREVOKS_Motors,ПЕРЕВОКС Моторс,Официальный,Ford,Москва,ул. Кетчерская. д. 9,37.834154,55.74494,+7 (495) 918-77-99, +7 (495) 918-78-87,www.prevox.ru/,8:00-22:00,8:00-22:00,
S4453,1577,РОЛЬФ Химки,ROLF_Himki,РОЛЬФ Химки,Официальный,Ford. Hyundai. Mazda. Mitsubishi,МО. г.Химки,Ленинградское шоссе. вл. 21,37.49293,55.822295,+7 (495) 788-99-77,www.rolf-ford.ru/,8:00-22:00,8:00-22:00,
S4454,1578,РОЛЬФ Центр,ROLF_Centr,РОЛЬФ Центр,Официальный,Ford. Mitsubishi,Москва,2-й Магистральный тупик. 5А,37.524230,55.767355,+7 (495) 785-19-50,www.rolf-ford.ru/,0:00-24:00,0:00-24:00,
S4455,1579,Форд Центр Измайлово,Ford_Centr_Izmajlovo,Форд Центр Измайлово,Официальный,Ford,МО. Балашиха,ш.Энтузиастов. д.2. к 2,37.869035,55.785895,+7 (495) 739-99-90,www.ford-i.ru/,8:00-21:00,8:00-21:00,
S4456,1580,Форд Центр Кунцево,Ford_Centr_Kuncevo,Форд Центр Кунцево,Официальный,Ford,Москва,ул. Горбунова. 14,37.374168,55.726097,+7 (495) 401 7547,ford-kuntsevo.ru/,8:00-21:00,8:00-21:00,
S4457,1581,Форд Центр Кутузовский,Ford_Centr_Kutuzovskij,Форд Центр Кутузовский,Официальный,Ford,Москва,ул. Рябиновая д.14,37.421758,55.713327,+7 (495) 241-94-98,ford-kutuzovskiy.ru/,9:00-21:00,9:00-21:00,
S4458,1582,Форд Центр Север,Ford_Centr_Sever,Форд Центр Север,Официальный,Ford,МО. Мытищи,85 км МКАД. владение 3. строение 1,37.597662,55.908596,+7 (495) 772 77 66,www.fordsever.ru/,9:00-21:00,9:00-21:00,
S4459,1583,Ю.С.Импекс,Ju_S_Impeks,Ю.С.Импекс,Официальный,Ford,Москва,ул. Дубнинская. д.83,37.556384,55.89355,+7 (495) 645-03-03,http://www.ford-usimpex.ru/,8:00-21:00,8:00-21:00,
S4460,1584,Торгмаш Geely Дмитровская,Torgmash_Geely_Dmitrovskaja,Торгмаш Geely Дмитровская,Официальный,Geely,Москва,ул. Дмитровское шоссе. д. 107. стр. 13А,37.538408,55.877381, +7 (495) 730-20-41,http://geely-torgmash.ru/,9:00-21:00,9:00-19:00,
S4461,1585,Торгмаш Geely Марьино,Torgmash_Geely_Marino,Торгмаш Geely Марьино,Официальный,Geely,Москва,ул. Иловайская 2Б,37.725393,55.658198, +7 (499) 356-10-12,http://torgmash-avto.ru/,9:00-21:00,9:00-19:00,
S4462,1586,АВАЛИНК Geely Котельники,AVALINK_Geely_Kotelniki,АВАЛИНК Geely Котельники,Официальный,Geely. Lifan. ZAZ,МО. г. Котельники,Новорязанское ш.. д.6. строение 2,37.875021,55.66436,+7 (495) 777-65-22,http://www.geely-avalink.ru/,9:00-21:00,9:00-21:00,
S4463,1587,Абрис-авто Geely Москва,Abris-avto_Geely_Moskva,Абрис-авто Geely Москва,Официальный,Geely,Москва,5-й Верхний Михайловский пр-д. 2. стр. 2,37.603974,55.706518,+7 (495) 287-08-87,www.geely-abris/ru,9:00-21:00,9:00-21:00,
S4464,1588,Джили Центр Зеленоград,Dzhili_Centr_Zelenograd,Джили Центр Зеленоград,Официальный,Geely,МО. г.Зеленоград,36.5 км Ленинградского ш.,37.252402,55.997312,+7 (495) 775-44-00,   +7 (495) 728-22-30,http://www.geely-z.ru/,9:00-21:00,9:00-21:00,
S4465,1589,Долавто Geely,Dolavto_Geely,Долавто Geely,Официальный,Geely. Brilliance,МО. г. Долгопрудный,Транспортный пр-д. д. 3.,37.498111,55.917288,+7(495) 984-74-44,http://dolavtogeely.ru/,,,
S4466,1590,Евроком Авто Трейд,Evrokom_Avto_Trejd,Евроком Авто Трейд,Официальный,Geely. Lifan. WAF,Москва,ул. Обручева д. 23. стр. 1,37.531456,55.658443,+7 (499) 750-15-15. +7 (495) 989-10-10,geely.trade-cars.ru,,,
S4467,1591,ТРЭК,TRJeK,ТРЭК,Официальный,Geely,МО. г. Серпухов,Московское шоссе 106,37.412407,54.950175,+7 (495) 971-63-63 ,http://geely.trec-avto.ru/,9:00-19:00,9:00-19:00,
S4468,1592,ЮниМоторс Geely на Каширском,JuniMotors_Geely_na_Kashirskom,ЮниМоторс Geely на Каширском,Официальный,Geely. Chery. Lifan. GreatWall. Brilliance,Москва,Каширское ш.. д. 61. стр. 3а,37.715422,55.617426,+7 (495) 645-03-04,http://umotors.ru/,10:00-21:00,10:00-21:00,
S4469,1593,ЮниМоторс Geely на Привольной,JuniMotors_Geely_na_Privolnoj,ЮниМоторс Geely на Привольной,Официальный,Geely. Chery. Lifan. GreatWall ,Москва,ул. Привольная. 70. корп.1,37.854667,55.677734,+7 (495) 645-03-04. +7 (495) 988-37-37,http://umotors.ru/,9:00-21:00,9:00-21:00,
S4470,1594,ЮниМоторс Geely на 14 км МКАД,JuniMotors_Geely_na_14_km_MKAD,ЮниМоторс Geely на 14 км МКАД,Официальный,Geely. Chery. Lifan. GreatWall. Brilliance,Москва,Коммерческий проезд. д.8 к.2,37.837419,55.649299,+7 (495) 645-03-04,http://umotors.ru/,9:00-21:00,9:00-21:00,
S4471,1595,ББ-Моторс,BB-Motors,ББ-Моторс,Официальный,GreatWall ,МО. Коломенский р-н. п. Радужный,ул. Московская. 14,38.726574,55.13211,+7 (496) 617-05-19,нет,,,
S4472,1596,Зенит-Авто (Перово),Zenit-Avto_Perovo,Зенит-Авто (Перово),Официальный,GreatWall ,Москва, ул.Кусковская. д.20А,37.783222,55.739992,+7 (495) 730-40-57, +7 (495) 730-40-56,http://www.zenitauto.ru/,,,
S4473,1597,Зенит-Авто (Королев),Zenit-Avto_Korolev,Зенит-Авто (Королев),Официальный,GreatWall ,МО. г. Королев,ул.Советская. д.39,37.869076,55.94304,+7 (495) 515-74-75, +7 (495) 510-86-65,http://www.zenitauto.ru/,,,
S4474,1598,ИРИТО - Север,IRITO_-_Sever,ИРИТО - Север,Официальный,GreatWall ,Москва,Дмитровское шоссе. 157 стр. 12,37.540892,55.898599,+7 (495) 259-08-33,http://1.irito.ru/,8:00-20:00,8:00-20:00,
S4475,1599,ИРИТО - Раменское,IRITO_-_Ramenskoe,ИРИТО - Раменское,Официальный,GreatWall ,МО. Раменский р-н,с. Новохаритоново. д.232,38.495541 ,55.591091 ,+7 (495) 234-02-20,http://1.irito.ru/,8:00-20:00,9:00-19:00,
S4476,1600,ИРИТО - Центр,IRITO_-_Centr,ИРИТО - Центр,Официальный,GreatWall ,Москва,ул. Мытная. д. 66.,37.620222,55.713133,+7 (495) 221-77-32,http://1.irito.ru/,8:00-18:00,9:00-16:00,
S4477,1601,Ти - Рэкс,Ti_-_Rjeks,Ти - Рэкс,Официальный,GreatWall ,Москва,Василия Петушкова. 3к3,37.400044,55.834891,+7 (495) 921-30-61,нет,,,
S4478,1602,Хонда Боровское ,Honda_Borovskoe,Хонда Боровское ,Официальный,Honda,Москва,ул. Домостроительная. 4. стр.1 (МКАД 48 км),37.423578 ,55.664782 ,+7 (495) 363-43-33,http://www.aoyama.ru/,8:00-21:00,8:00-21:00,
S4479,1603,Хонда Бусиново ,Honda_Businovo,Хонда Бусиново ,Официальный,Honda,Москва,МКАД. 78 км (внутренняя сторона),37.492538 ,55.889511 ,+7 (495) 777-48-00,http://www.fkmotors.ru/,9:00-21:00,9:00-21:00,
S4480,1604,Хонда Бутово ,Honda_Butovo,Хонда Бутово ,Официальный,Honda,Москва,Чечерский проезд д.1 ,37.546152 ,55.542231 ,  +7 (495) 717-82-82 ,http://www.avtoruss.ru/,9:00-21:00,9:00-21:00,
S4481,1605,Хонда Волгоградский ,Honda_Volgogradskij,Хонда Волгоградский ,Официальный,Honda,Москва,Волгоградский пр-т. д. 18. стр.1 ,37.677321 ,55.728368 ,+7 (495) 363-43-33,http://www.aoyama.ru/,8:00-21:00,8:00-21:00,
S4482,1606,Хонда Марьино ,Honda_Marino,Хонда Марьино ,Официальный,Honda,Москва,МКАД 19-й км , 37.617671 ,55.755768 ,+7 (495) 988-75-75, +7 (495) 500-34-34,www.flightauto.ru,8:00-21:00,8:00-21:00,
S4483,1607,Хонда на Севастопольском ,Honda_na_Sevastopolskom,Хонда на Севастопольском ,Официальный,Honda,Москва,Cевастопольский проспект. д. 56А ,37.548337 ,55.641297 ,+7 (495) 779-37-37,http://www.avtoruss.ru/,9:00-21:00,9:00-21:00,
S4484,1608,Хонда на Щелковском ,Honda_na Shhelkovskom,Хонда на Щелковском ,Официальный,Honda,Москва, МКАД 104 км (внешняя сторона) ,37.839448 ,55.818877 ,+7 (495) 602-00-00,http://www.fkmotors.ru/,9:00-21:00,9:00-21:00,
S4485,1609,Хонда Новая Рига ,Honda_Novaja_Riga,Хонда Новая Рига ,Официальный,Honda,МО. Красногорский район,Новорижское ш.. 8 км. от МКАД ,37.253304 ,55.789391 ,+7 (495) 780-00-33 ,http://www.major-honda.ru/,8:00-22:00,8:00-22:00,
S4486,1610,Хонда Отрадное ,Honda_Otradnoe,Хонда Отрадное ,Официальный,Honda,Москва, Нововладыкинский проезд. д. 2. стр. 1. ,37.580606 ,55.851031 ,+7 (495) 99-555-22,http://www.avitus.ru/,9:00-21:00,9:00-21:00,
S4487,1611,Хонда Строгино ,Honda_Strogino,Хонда Строгино ,Официальный,Honda,Москва,ул. Маршала Прошлякова. д. 13 ,37.387699 ,55.788287 ,+7 (495) 739-03-03 ,http://www.major-honda.ru/,8:00-22:00,8:00-22:00,
S4488,1612,Хонда Шереметьево ,Honda_Sheremetevo,Хонда Шереметьево ,Официальный,Honda,МО. д. Черная Грязь. стр.4 ,Стр.4,37.312823 ,55.974662 ,+7 (495) 22-555-22,http://www.honda-sh.ru/,9:00-21:00,9:00-21:00,
S4489,1613,Хонда Подольск ,Honda_Podolsk,Хонда Подольск ,Официальный,Honda,МО. г.Подольск,Пр-т Юных Ленинцев. 1И,37.559268 ,55.468025 , +7 (495) 276-20-20,http://www.avtoruss.ru/,9:00-21:00,9:00-21:00,
S4490,1614,Хонда на Шоссе Энтузиастов ,Honda_na_Shosse_Jentuziastov,Хонда на Шоссе Энтузиастов ,Официальный,Honda,Москва,ул. Плеханова. д.5,37.758484 ,55.756593 ,+7 (495) 988-75-75, +7 (495) 500-34-34,www.flightauto.ru,8:00-21:00,8:00-21:00,
S4491,1615,Хонда Водный Стадион ,Honda_Vodnyj_Stadion,Хонда Водный Стадион ,Официальный,Honda,Москва, Ленинградское шоссе. 58 ,37.484331 ,55.84012 ,+7 (495) 452-17-43,http://www.honda-sh.ru/,8:00-20:00,8:00-20:00,
S4492,1616,Hyundai LegeArtis,Hyundai_LegeArtis,Hyundai LegeArtis,Официальный,Hyundai,МО. г. Зеленоград,Ленинградское шоссе. 37 км. стр.11/1,37.250566,55.997968,+7 (495) 981-92-17,http://www.hyundai-la.ru/,8:00-21:00,8:00-21:00,
S4493,1617,РОЛЬФ Сити Hyundai,ROLF_Siti_Hyundai,РОЛЬФ Сити Hyundai,Официальный,Hyundai,Москва,Ярославское шоссе. д. 31,37.688082,55.859935,+7(495) 788-83-83,http://www.hyundai-rolf.ru/,8:00-22:00,8:00-22:00,
S4494,1618,РОЛЬФ Юг Hyundai,ROLF_Jug_Hyundai,РОЛЬФ Юг Hyundai,Официальный,Hyundai,Москва, ул. Обручева. д. 27. корп. 1,37.536002,55.656912,+7(495) 788-62-61,www.hyundai-rolf.ru,0:00-24:00,0:00-24:00,
S4495,1619,Корея Моторс Север,Koreja_Motors_Sever,Корея Моторс Север,Официальный,Hyundai,Москва,МКАД 78 км (внешняя сторона,37.491051,55.890534,+7(495) 741-44-40,www.hyundai-koreamotors.ru/,8:00-22:00,8:00-22:00,
S4496,1620,РОЛЬФ Алтуфьево,ROLF_Altufevo,РОЛЬФ Алтуфьево,Официальный,Hyundai,Москва,Алтуфьевское шоссе. д. 31. корп. 1,37.582914,55.862638,+7(495) 290-93-12,http://rolf-altufievo.ru/,7:30-20:00,7:30-20:00,
S4497,1621,АКРОС-Авто,AKROS-Avto,АКРОС-Авто,Официальный,Hyundai,Москва,ул.Академика Королева. д.13,37.619129,55.818936,+7 (495) 223-23-35,http://hyundai-akros.ru/,9:00-21:00,9:00-21:00,
S4498,1622,Автомир Краснобогатырская,Avtomir_Krasnobogatyrskaja,Автомир Краснобогатырская,Официальный,Hyundai,Москва,ул. Краснобогатырская. дом 2. стр. 26,37.687285,55.814374,+7 (495) 223-22-11,http://www.hyundai-avtomir.ru/,8:00-21:00,8:00-20:00,
S4499,1623,Автомир Трейд Дмитровка,Avtomir_Trejd_Dmitrovka,Автомир Трейд Дмитровка,Официальный,Hyundai,Москва,Дмитровское шоссе. д.98 стр. 1,37.547294,55.880037,+7 (495) 956-25-52,http://www.hyundai-avtomir.ru/,8:00-21:00,8:00-20:00,
S4500,1624,КВИСТ,KVIST,КВИСТ,Официальный,Hyundai,МО. г. Мытищи,Волковское шоссе. 17,37.725176,55.931435,+7 (495) 582-42-32, +7 (915) 200-32-16,http://www.hyundai-kvist.ru/,8:00-22:00,8:00-20:00,
S4501,1625,Genser Запад,Genser_Zapad,Genser Запад,Официальный,Hyundai,Москва,Волоколамское шоссе. д. 95,37.405019,55.830279,+7 (495) 785-72-72,http://hyundai.genser.ru/,,,
S4502,1626,РТР-Авто,RTR-Avto,РТР-Авто,Официальный,Hyundai,МО. Красногорский район,Новорижское Шоссе. 5-й км от МКАД,37.296582,55.804257,+7 (495) 933-64-55,http://www.hyundai-rtr.ru/,9:00-21:00,9:00-21:00,
S4503,1627,АвтоГЕРМЕС ш. Энтузиастов,AvtoGERMES_sh__Jentuziastov,АвтоГЕРМЕС ш. Энтузиастов,Официальный,Hyundai,Москва,ш. Энтузиастов д. 59,37.833551,55.775506,+7(495) 995-11-61,http://www.hyundai-avtogermes.ru/,7:00-21:00,8:00-21:00,
S4504,1628,АвтоГЕРМЕС Балашиха,AvtoGERMES_Balashiha,АвтоГЕРМЕС Балашиха,Официальный,Hyundai,МО. г. Балашиха,шоссе Энтузиастов. д. 12А,37.886257,55.788409,+7(495) 526-64-40, +7(495) 526-64-49,http://www.hyundai-avtogermes.ru/,8:00-20:00,8:00-20:00,
S4505,1629,HYUNDAI Центр Кунцево,HYUNDAI_Centr_Kuncevo,HYUNDAI Центр Кунцево,Официальный,Hyundai,Москва, ул. Горбунова. 14,37.374013,55.726061,+7 (495) 933-4033,http://www.hyundai-kuntsevo.ru/,8:30-21:00,8:30-21:00,
S4506,1630,Аванта-Запад,Avanta-Zapad,Аванта-Запад,Официальный,Hyundai,Москва,Аминьевское ш.. 2А. стр.1.,37.460823,55.69798,+7 (495) 287-77-77,http://hyundai-avanta.ru/,9:00-21:00,9:00-21:00,
S4507,1631,СИМцентр,SIMcentr,СИМцентр,Официальный,Hyundai,Москва,Варшавское ш. 26. стр.11 ,37.621513,55.686736,+7 (495) 725-22-89,http://www.hyundai-sim.ru/,9:00-21:00,9:00-21:00,
S4508,1632,Акцент-Авто Москва,Akcent-Avto_Moskva,Акцент-Авто Москва,Официальный,Hyundai,Москва,ул. Полбина. д. 29. стр. 1,37.726455,55.673524,+ 7 (495) 363-91-90,http://www.accent-auto.su/,9:00-21:00,9:00-21:00,
S4509,1633,Автомир Трейд Марьино,Avtomir_Trejd_Marino,Автомир Трейд Марьино,Официальный,Hyundai,Москва,ул. Перерва. д. 19,37.732104,55.655169,+7 (495) 741-44-00,http://www.hyundai-avtomir.ru/,8:00-21:00,8:00-20:00,
S4510,1634,АвтоСпецЦентр,AvtoSpecCentr,АвтоСпецЦентр,Официальный,Hyundai,Москва,2-я ул. Машиностроения д.6,37.682997,55.71561,+7 (495) 740-0220,http://www.hyundai-asc.ru/,7:00-22:00,7:00-22:00,
S4511,1635,Авилон,Avilon,Авилон,Официальный,Hyundai,Москва,Волгоградский проспект. 41/2,37.716128,55.714921,+7 (495) 730-44-33,http://www.hyundai-avilon.ru/,0:00-24:00,0:00-24:00,
S4512,1636,Genser Восток,Genser_Vostok,Genser Восток,Официальный,Hyundai,Москва,Новорязанское шоссе. д 1Г,37.860053,55.675281,+7 (495) 780-62-62,http://hyundai.genser.ru/,,,
S4513,1637,Genser Юг,Genser_Jug,Genser Юг,Официальный,Hyundai,Москва,Новоясеневский пр-т. вл. 3А. стр.2,37.515076,55.614155,+7 (495) 788-58-58,http://hyundai.genser.ru/,,,
S4514,1638,Genser,Genser,Genser,Официальный,Hyundai,Москва,Варшавское ш.. д. 150,37.602384,55.599429,+7 (495) 799-96-66,http://hyundai.genser.ru/,,,
S4515,1639,Восток-Авто Внуково,Vostok-Avto_Vnukovo,Восток-Авто Внуково,Официальный,Hyundai,Москва,Киевское шоссе. 5 км от МКАД,37.3964,55.619309,+7 (495) 660-44-44,http://www.hyundai-vnukovo.ru/,7:00-22:00,7:00-22:00,
S4516,1640,Авто Русь,Avto_Rus,Авто Русь,Официальный,Hyundai,МО. г. Подольск,пр-т Юных Ленинцев. д.1И. ,37.559279 ,55.468058 ,+7 (495) 276 34 34,http://hyundai-avtorus.ru/,8:00-21:00,8:00-21:00,
S4517,1641,АвтоСпецЦентр Infiniti на Ленинском,AvtoSpecCentr_Infiniti_na_Leninskom,АвтоСпецЦентр Infiniti на Ленинском,Официальный,Infiniti,Москва,Ленинский просп.. 107 ,37.51255 ,55.664722 ,+7 (495) 755-77-11, +7 (496) 241-52-47,http://www.infiniti-asc.ru/,0:00-24:00,0:00-24:00,
S4518,1642,АвтоСпецЦентр Infiniti на Ленинградском,AvtoSpecCentr_Infiniti_na_Leningradskom,АвтоСпецЦентр Infiniti на Ленинградском,Официальный,Infiniti,МО. г. Химки,Ленинградское шоссе. вл. 16. стр.1,37.423829 ,55.897619 ,+7 (495) 755-77-44, +7 (495) 241-52-40,http://www.infiniti-asc.ru/,8:00-22:00,8:00-22:00,
S4519,1643,Genser Infiniti,Genser_Infiniti,Genser Infiniti,Официальный,Infiniti,МО. Одинцовский район,63-км МКАД. вл. 1 ,37.369981 ,55.787438 ,+7 (495) 788-90-00. +7 (495) 727-10-84 ,http://infiniti.genser.ru/,9:00-22:00,9:00-22:00,
S4520,1644,У Сервис Infiniti,U_Servis_Infiniti,У Сервис Infiniti,Официальный,Infiniti,Москва,Ярославское ш.. 11. стр.2,37.680435 ,55.854743 ,+7 (495) 642-99-99, +7 (495) 308-80-53,http://www.moscow-infiniti.ru/,9:00-22:00,9:00-22:00,
S4521,1645,Автомэджик Infiniti,Avtomjedzhik_Infiniti,Автомэджик Infiniti,Официальный,Infiniti,Москва, ул. Марксисткая. 34. корп.8 ,37.66529 ,55.735142 ,+7 (495) 989-60-60 ,http://www.infiniti-taganka.ru/,9:00-21:00,9:00-21:00,
S4522,1646,Авилон,Avilon,Авилон,Официальный,Jaguar. Land-Rover,Москва,Волгоградский пр-т.. д.41. к.1 ,37.714035 ,55.715512 ,+7 (495) 730 44 46 ,http://jaguar.avilon.ru/,8:00-21:00,8:00-21:00,
S4523,1647,АВТО АЛЕА,AVTO_ALEA,АВТО АЛЕА,Официальный,Jaguar. Land-Rover,Москва,Нововладыкинский проезд. д. 2 ,37.580586 ,55.851002 ,+7 (495) 995 55 66 ,http://www.jaguar.alea.ru/,9:00-21:00,9:00-21:00,
S4524,1648,Автопассаж Премиум,Avtopassazh_Premium,Автопассаж Премиум,Официальный,Jaguar. Land-Rover,Москва,Варшавское шоссе. 138 А ,37.60898 ,55.613989 ,+7(495) 363 97 79,+7 (495) 363-97-79  ,http://jaguar.autopassage.ru/,8:00-22:00,9:00-22:00,
S4525,1649,АРТЕКС,ARTEKS,АРТЕКС,Официальный,Jaguar. Land-Rover,Москва,МКАД 51 км вл. 4 (внешняя сторона),37.412716 ,55.68962 ,+7 (495) 30 809 79 ,http://www.jaguar.arteks.ru/,8:00-22:00,9:00-21:00,
S4526,1650,GENSER,GENSER,GENSER,Официальный,Jaguar. Land-Rover,Москва, ул. Лобачевского. 110 ,37.477253 ,55.690388 , +7 (495) 785 77 08, +7(495) 785-77-20 ,http://www.jaguar.genser.ru/,9:00-22:00,9:00-22:00,
S4527,1651,Major МКАД 18 км,Major_MKAD_18_km,Major МКАД 18 км,Официальный,Jaguar. Land-Rover,Москва,МКАД 18 км,37.799068,55.625771,+7 (495) 730 80 05 ,http://www.major-jaguar.ru/,8:00-22:00,8:00-22:00,
